stage,category,stock_id,company_name,year,quarter,statement,account,value,raw_value,market,source_url
中游,電源供應系統,2301,光寶科,2013,1,income_statement,營業收入,46768494,"46,768,494",sii,https://mopsov.twse.com.tw/mops/web/ajax_t163sb04
中游,電源供應系統,2301,光寶科,2013,1,income_statement,營業成本,39885439,"39,885,439",sii,https://mopsov.twse.com.tw/mops/web/ajax_t163sb04
中游,電源供應系統,2301,光寶科,2013,1,income_statement,營業毛利（毛損）,6883055,"6,883,055",sii,https://mopsov.twse.com.tw/mops/web/ajax_t163sb04
中游,電源供應系統,2301,光寶科,2013,1,income_statement,未實現銷貨（損）益,,--,sii,https://mopsov.twse.com.tw/mops/web/ajax_t163sb04
中游,電源供應系統,2301,光寶科,2013,1,income_statement,已實現銷貨（損）益,,--,sii,https://mopsov.twse.com.tw/mops/web/ajax_t163sb04
中游,電源供應系統,2301,光寶科,2013,1,income_statement,營業毛利（毛損）淨額,6883055,"6,883,055",sii,https://mopsov.twse.com.tw/mops/web/ajax_t163sb04
中游,電源供應系統,2301,光寶科,2013,1,income_statement,營業費用,4915350,"4,915,350",sii,https://mopsov.twse.com.tw/mops/web/ajax_t163sb04
中游,電源供應系統,2301,光寶科,2013,1,income_statement,其他收益及費損淨額,,--,sii,https://mopsov.twse.com.tw/mops/web/ajax_t163sb04
中游,電源供應系統,2301,光寶科,2013,1,income_statement,營業利益（損失）,1967705,"1,967,705",sii,https://mopsov.twse.com.tw/mops/web/ajax_t163sb04
中游,電源供應系統,2301,光寶科,2013,1,income_statement,營業外收入及支出,333915,"333,915",sii,https://mopsov.twse.com.tw/mops/web/ajax_t163sb04
中游,電源供應系統,2301,光寶科,2013,1,income_statement,稅前淨利（淨損）,2301620,"2,301,620",sii,https://mopsov.twse.com.tw/mops/web/ajax_t163sb04
中游,電源供應系統,2301,光寶科,2013,1,income_statement,所得稅費用（利益）,510713,"510,713",sii,https://mopsov.twse.com.tw/mops/web/ajax_t163sb04
中游,電源供應系統,2301,光寶科,2013,1,income_statement,繼續營業單位本期淨利（淨損）,1790907,"1,790,907",sii,https://mopsov.twse.com.tw/mops/web/ajax_t163sb04
中游,電源供應系統,2301,光寶科,2013,1,income_statement,停業單位損益,,--,sii,https://mopsov.twse.com.tw/mops/web/ajax_t163sb04
中游,電源供應系統,2301,光寶科,2013,1,income_statement,合併前非屬共同控制股權損益,,--,sii,https://mopsov.twse.com.tw/mops/web/ajax_t163sb04
中游,電源供應系統,2301,光寶科,2013,1,income_statement,本期淨利（淨損）,1790907,"1,790,907",sii,https://mopsov.twse.com.tw/mops/web/ajax_t163sb04
中游,電源供應系統,2301,光寶科,2013,1,income_statement,其他綜合損益（淨額）,1824766,"1,824,766",sii,https://mopsov.twse.com.tw/mops/web/ajax_t163sb04
中游,電源供應系統,2301,光寶科,2013,1,income_statement,合併前非屬共同控制股權綜合損益淨額,,--,sii,https://mopsov.twse.com.tw/mops/web/ajax_t163sb04
中游,電源供應系統,2301,光寶科,2013,1,income_statement,本期綜合損益總額,3615673,"3,615,673",sii,https://mopsov.twse.com.tw/mops/web/ajax_t163sb04
中游,電源供應系統,2301,光寶科,2013,1,income_statement,淨利（淨損）歸屬於母公司業主,1576661,"1,576,661",sii,https://mopsov.twse.com.tw/mops/web/ajax_t163sb04
中游,電源供應系統,2301,光寶科,2013,1,income_statement,淨利（淨損）歸屬於共同控制下前手權益,,--,sii,https://mopsov.twse.com.tw/mops/web/ajax_t163sb04
中游,電源供應系統,2301,光寶科,2013,1,income_statement,淨利（淨損）歸屬於非控制權益,214246,"214,246",sii,https://mopsov.twse.com.tw/mops/web/ajax_t163sb04
中游,電源供應系統,2301,光寶科,2013,1,income_statement,綜合損益總額歸屬於母公司業主,3102919,"3,102,919",sii,https://mopsov.twse.com.tw/mops/web/ajax_t163sb04
中游,電源供應系統,2301,光寶科,2013,1,income_statement,綜合損益總額歸屬於共同控制下前手權益,,--,sii,https://mopsov.twse.com.tw/mops/web/ajax_t163sb04
中游,電源供應系統,2301,光寶科,2013,1,income_statement,綜合損益總額歸屬於非控制權益,512754,"512,754",sii,https://mopsov.twse.com.tw/mops/web/ajax_t163sb04
中游,電源供應系統,2301,光寶科,2013,1,income_statement,基本每股盈餘（元）,0.7,0.70,sii,https://mopsov.twse.com.tw/mops/web/ajax_t163sb04
中游,電源供應系統,2308,台達電,2013,1,income_statement,營業收入,38830600,"38,830,600",sii,https://mopsov.twse.com.tw/mops/web/ajax_t163sb04
中游,電源供應系統,2308,台達電,2013,1,income_statement,營業成本,28886523,"28,886,523",sii,https://mopsov.twse.com.tw/mops/web/ajax_t163sb04
中游,電源供應系統,2308,台達電,2013,1,income_statement,營業毛利（毛損）,9944077,"9,944,077",sii,https://mopsov.twse.com.tw/mops/web/ajax_t163sb04
中游,電源供應系統,2308,台達電,2013,1,income_statement,未實現銷貨（損）益,,--,sii,https://mopsov.twse.com.tw/mops/web/ajax_t163sb04
中游,電源供應系統,2308,台達電,2013,1,income_statement,已實現銷貨（損）益,,--,sii,https://mopsov.twse.com.tw/mops/web/ajax_t163sb04
中游,電源供應系統,2308,台達電,2013,1,income_statement,營業毛利（毛損）淨額,9944077,"9,944,077",sii,https://mopsov.twse.com.tw/mops/web/ajax_t163sb04
中游,電源供應系統,2308,台達電,2013,1,income_statement,營業費用,5704054,"5,704,054",sii,https://mopsov.twse.com.tw/mops/web/ajax_t163sb04
中游,電源供應系統,2308,台達電,2013,1,income_statement,其他收益及費損淨額,,--,sii,https://mopsov.twse.com.tw/mops/web/ajax_t163sb04
中游,電源供應系統,2308,台達電,2013,1,income_statement,營業利益（損失）,4240023,"4,240,023",sii,https://mopsov.twse.com.tw/mops/web/ajax_t163sb04
中游,電源供應系統,2308,台達電,2013,1,income_statement,營業外收入及支出,720301,"720,301",sii,https://mopsov.twse.com.tw/mops/web/ajax_t163sb04
中游,電源供應系統,2308,台達電,2013,1,income_statement,稅前淨利（淨損）,4960324,"4,960,324",sii,https://mopsov.twse.com.tw/mops/web/ajax_t163sb04
中游,電源供應系統,2308,台達電,2013,1,income_statement,所得稅費用（利益）,840348,"840,348",sii,https://mopsov.twse.com.tw/mops/web/ajax_t163sb04
中游,電源供應系統,2308,台達電,2013,1,income_statement,繼續營業單位本期淨利（淨損）,4119976,"4,119,976",sii,https://mopsov.twse.com.tw/mops/web/ajax_t163sb04
中游,電源供應系統,2308,台達電,2013,1,income_statement,停業單位損益,53980,"53,980",sii,https://mopsov.twse.com.tw/mops/web/ajax_t163sb04
中游,電源供應系統,2308,台達電,2013,1,income_statement,合併前非屬共同控制股權損益,,--,sii,https://mopsov.twse.com.tw/mops/web/ajax_t163sb04
